location,continent,year,bloom_doy
Switzerland/Zürich-MeteoSchweiz,Europe,1956,120
Switzerland/Zofingen,Europe,1956,111
Switzerland/L'Abergement,Europe,1957,93
Switzerland/Andeer,Europe,1957,113
Switzerland/Biel,Europe,1957,100
Switzerland/Brusio-Piazzo,Europe,1957,102
Switzerland/Bauma,Europe,1957,118
Switzerland/Couvet,Europe,1957,123
Switzerland/Disentis,Europe,1957,117
Switzerland/Escholzmatt,Europe,1957,134
Switzerland/Elm,Europe,1957,121
Switzerland/Enges,Europe,1957,110
Switzerland/Fiesch,Europe,1957,110
Switzerland/Flawil,Europe,1957,110
Switzerland/Gryon,Europe,1957,111
Switzerland/Le Locle,Europe,1957,121
Switzerland/Les Ponts-de-Martel,Europe,1957,142
Switzerland/Meiringen I,Europe,1957,114
Switzerland/Möhlin,Europe,1957,104
Switzerland/Murg,Europe,1957,95
Switzerland/Orbe / Bochuz,Europe,1957,103
Switzerland/Orvin,Europe,1957,112
Switzerland/Les Plans-sur-Bex,Europe,1957,135
Switzerland/Prato-Sornico,Europe,1957,101
Switzerland/Seon,Europe,1957,105
Switzerland/Sargans II,Europe,1957,86
Switzerland/Simplon-Dorf,Europe,1957,151
Switzerland/Sarnen,Europe,1957,95
Switzerland/Trient,Europe,1957,124
Switzerland/Thusis,Europe,1957,91
Switzerland/Vals,Europe,1957,145
Switzerland/Vergeletto,Europe,1957,125
Switzerland/Versoix,Europe,1957,87
Switzerland/La Valsainte,Europe,1957,130
Switzerland/Wädenswil,Europe,1957,87
"Switzerland/Wattwil, SG",Europe,1957,113
Switzerland/Wiliberg,Europe,1957,102
Switzerland/Zürich-Albisgütli,Europe,1957,89
Switzerland/Zürich-MeteoSchweiz,Europe,1957,87
Switzerland/L'Abergement,Europe,1958,121
Switzerland/Aurigeno,Europe,1958,115
Switzerland/Brusio-Piazzo,Europe,1958,100
Switzerland/Bauma,Europe,1958,130
Switzerland/Cartigny,Europe,1958,112
Switzerland/Couvet,Europe,1958,127
Switzerland/Disentis,Europe,1958,137
Switzerland/Escholzmatt,Europe,1958,130
Switzerland/Elm,Europe,1958,135
Switzerland/Entlebuch,Europe,1958,129
Switzerland/Enges,Europe,1958,128
Switzerland/Fiesch,Europe,1958,125
Switzerland/Flawil,Europe,1958,121
Switzerland/Gadmen,Europe,1958,143
Switzerland/Gryon,Europe,1958,128
Switzerland/Liddes,Europe,1958,132
Switzerland/Les Ponts-de-Martel,Europe,1958,125
Switzerland/Meiringen I,Europe,1958,127
Switzerland/Möhlin,Europe,1958,121
Switzerland/Murg,Europe,1958,121
Switzerland/Orbe / Bochuz,Europe,1958,124
Switzerland/Orvin,Europe,1958,126
Switzerland/Prato-Sornico,Europe,1958,120
Switzerland/Rafz,Europe,1958,125
Switzerland/Seon,Europe,1958,104
Switzerland/Sargans II,Europe,1958,128
Switzerland/Sarnen,Europe,1958,122
Switzerland/Trient,Europe,1958,135
Switzerland/Thusis,Europe,1958,123
Switzerland/Vals,Europe,1958,145
Switzerland/Versoix,Europe,1958,114
Switzerland/Vallorbe,Europe,1958,124
Switzerland/Wädenswil,Europe,1958,114
"Switzerland/Wattwil, SG",Europe,1958,130
Switzerland/Wiliberg,Europe,1958,128
Switzerland/Zürich-Albisgütli,Europe,1958,125
Switzerland/Zürich-MeteoSchweiz,Europe,1958,117
Switzerland/Zofingen,Europe,1958,122
Switzerland/Zweisimmen,Europe,1958,130
Switzerland/L'Abergement,Europe,1959,94
Switzerland/Aurigeno,Europe,1959,94
Switzerland/Brusio-Piazzo,Europe,1959,94
Switzerland/Bauma,Europe,1959,117
Switzerland/Cartigny,Europe,1959,92
Switzerland/Couvet,Europe,1959,104
Switzerland/Disentis,Europe,1959,128
Switzerland/Escholzmatt,Europe,1959,124
Switzerland/Elm,Europe,1959,119
Switzerland/Entlebuch,Europe,1959,105
Switzerland/Enges,Europe,1959,106
Switzerland/Flawil,Europe,1959,103
Switzerland/Gadmen,Europe,1959,150
Switzerland/Gryon,Europe,1959,110
Switzerland/Liddes,Europe,1959,120
Switzerland/Longirod,Europe,1959,123
Switzerland/Les Ponts-de-Martel,Europe,1959,118
Switzerland/Merishausen,Europe,1959,100
Switzerland/Murg,Europe,1959,91
Switzerland/Orvin,Europe,1959,110
Switzerland/Les Plans-sur-Bex,Europe,1959,135
Switzerland/Posieux,Europe,1959,103
Switzerland/Prato-Sornico,Europe,1959,102
Switzerland/Rafz,Europe,1959,102
Switzerland/Seon,Europe,1959,105
Switzerland/Sargans II,Europe,1959,94
Switzerland/Simplon-Dorf,Europe,1959,138
Switzerland/Sarnen,Europe,1959,102
Switzerland/Trient,Europe,1959,127
Switzerland/Thusis,Europe,1959,98
Switzerland/Vals,Europe,1959,135
Switzerland/Versoix,Europe,1959,98
Switzerland/Vallorbe,Europe,1959,108
Switzerland/La Valsainte,Europe,1959,105
Switzerland/Wädenswil,Europe,1959,92
"Switzerland/Wattwil, SG",Europe,1959,105
Switzerland/Wiliberg,Europe,1959,105
Switzerland/Zürich-Albisgütli,Europe,1959,100
Switzerland/Zürich-MeteoSchweiz,Europe,1959,95
Switzerland/Zofingen,Europe,1959,97
Switzerland/L'Abergement,Europe,1960,99
Switzerland/Biel,Europe,1960,106
Switzerland/Brusio-Piazzo,Europe,1960,106
Switzerland/Bauma,Europe,1960,130
Switzerland/Cartigny,Europe,1960,97
Switzerland/Couvet,Europe,1960,114
Switzerland/Disentis,Europe,1960,133
Switzerland/Escholzmatt,Europe,1960,127
Switzerland/Elm,Europe,1960,133
Switzerland/Entlebuch,Europe,1960,124
Switzerland/Enges,Europe,1960,127
Switzerland/Flawil,Europe,1960,129
Switzerland/Gadmen,Europe,1960,136
Switzerland/Gryon,Europe,1960,122
Switzerland/Liddes,Europe,1960,133
Switzerland/Les Ponts-de-Martel,Europe,1960,131
Switzerland/Meiringen I,Europe,1960,112
Switzerland/Merishausen,Europe,1960,111
Switzerland/Murg,Europe,1960,102
Switzerland/Orbe / Bochuz,Europe,1960,106
Switzerland/Orvin,Europe,1960,113
Switzerland/Prato-Sornico,Europe,1960,115
Switzerland/Rafz,Europe,1960,110
Switzerland/Seon,Europe,1960,107
Switzerland/Sargans II,Europe,1960,95
Switzerland/Sihlbrugg,Europe,1960,109
Switzerland/Sarnen,Europe,1960,101
Switzerland/Trient,Europe,1960,131
Switzerland/Thusis,Europe,1960,111
Switzerland/Versoix,Europe,1960,98
Switzerland/Vallorbe,Europe,1960,116
Switzerland/La Valsainte,Europe,1960,116
"Switzerland/Wattwil, SG",Europe,1960,111
Switzerland/Wiliberg,Europe,1960,106
Switzerland/Zürich-Albisgütli,Europe,1960,106
Switzerland/Zürich-MeteoSchweiz,Europe,1960,98
Switzerland/Zofingen,Europe,1960,101
Switzerland/L'Abergement,Europe,1961,90
Switzerland/Aurigeno,Europe,1961,87
Switzerland/Biel,Europe,1961,94
Switzerland/Brusio-Piazzo,Europe,1961,102
Switzerland/Bauma,Europe,1961,106
Switzerland/Cartigny,Europe,1961,86
Switzerland/Couvet,Europe,1961,100
Switzerland/Disentis,Europe,1961,107
Switzerland/Escholzmatt,Europe,1961,100
Switzerland/Elm,Europe,1961,115
Switzerland/Entlebuch,Europe,1961,97
Switzerland/Enges,Europe,1961,98
Switzerland/Flawil,Europe,1961,98
Switzerland/Gadmen,Europe,1961,130
Switzerland/Gryon,Europe,1961,92
Switzerland/Liddes,Europe,1961,109
Switzerland/Longirod,Europe,1961,98
Switzerland/Les Ponts-de-Martel,Europe,1961,107
Switzerland/Meiringen I,Europe,1961,100
Switzerland/Merishausen,Europe,1961,96
Switzerland/Murg,Europe,1961,100
Switzerland/Orvin,Europe,1961,96
Switzerland/Prato-Sornico,Europe,1961,91
Switzerland/Rafz,Europe,1961,99
Switzerland/Seon,Europe,1961,100
Switzerland/Sargans II,Europe,1961,98
Switzerland/Sarnen,Europe,1961,94
Switzerland/Trient,Europe,1961,110
Switzerland/Thusis,Europe,1961,106
Switzerland/Versoix,Europe,1961,90
Switzerland/Vallorbe,Europe,1961,96
Switzerland/La Valsainte,Europe,1961,91
"Switzerland/Wattwil, SG",Europe,1961,98
Switzerland/Wiliberg,Europe,1961,96
Switzerland/Zürich-Albisgütli,Europe,1961,98
Switzerland/Zürich-MeteoSchweiz,Europe,1961,84
Switzerland/Zofingen,Europe,1961,95
Switzerland/L'Abergement,Europe,1962,116
Switzerland/Brusio-Piazzo,Europe,1962,120
Switzerland/Cartigny,Europe,1962,117
Switzerland/Chur,Europe,1962,124
Switzerland/Couvet,Europe,1962,128
Switzerland/Disentis,Europe,1962,142
Switzerland/Escholzmatt,Europe,1962,130
Switzerland/Elm,Europe,1962,152
Switzerland/Entlebuch,Europe,1962,128
Switzerland/Enges,Europe,1962,129
Switzerland/Flawil,Europe,1962,130
Switzerland/Gadmen,Europe,1962,166
Switzerland/Gryon,Europe,1962,134
Switzerland/Longirod,Europe,1962,133
Switzerland/Les Ponts-de-Martel,Europe,1962,125
Switzerland/Meiringen I,Europe,1962,125
Switzerland/Merishausen,Europe,1962,118
Switzerland/Möhlin,Europe,1962,112
Switzerland/Murg,Europe,1962,114
Switzerland/Oeschberg,Europe,1962,127
Switzerland/Orvin,Europe,1962,128
Switzerland/Prato-Sornico,Europe,1962,130
Switzerland/Rafz,Europe,1962,119
Switzerland/Seon,Europe,1962,124
Switzerland/Sargans II,Europe,1962,118
Switzerland/Sarnen,Europe,1962,116
Switzerland/Trient,Europe,1962,141
Switzerland/Thusis,Europe,1962,126
Switzerland/Vals,Europe,1962,147
Switzerland/Versoix,Europe,1962,114
Switzerland/Vallorbe,Europe,1962,128
Switzerland/La Valsainte,Europe,1962,100
"Switzerland/Wald, ZH",Europe,1962,123
"Switzerland/Wattwil, SG",Europe,1962,128
Switzerland/Wiliberg,Europe,1962,125
Switzerland/Zürich-MeteoSchweiz,Europe,1962,113
Switzerland/Zofingen,Europe,1962,125
Switzerland/L'Abergement,Europe,1963,119
Switzerland/Aurigeno,Europe,1963,92
Switzerland/Biel,Europe,1963,123
Switzerland/Brusio-Piazzo,Europe,1963,119
Switzerland/Cartigny,Europe,1963,112
Switzerland/Disentis,Europe,1963,144
Switzerland/Escholzmatt,Europe,1963,143
Switzerland/Elm,Europe,1963,145
Switzerland/Entlebuch,Europe,1963,141
Switzerland/Enges,Europe,1963,135
Switzerland/Flawil,Europe,1963,122
Switzerland/Gadmen,Europe,1963,156
Switzerland/Grossdietwil,Europe,1963,118
Switzerland/Gryon,Europe,1963,135
Switzerland/Longirod,Europe,1963,141
Switzerland/Les Ponts-de-Martel,Europe,1963,152
Switzerland/Meiringen I,Europe,1963,126
Switzerland/Merishausen,Europe,1963,122
Switzerland/Möhlin,Europe,1963,110
Switzerland/Moutier,Europe,1963,119
Switzerland/Murg,Europe,1963,118
Switzerland/Oeschberg,Europe,1963,130
Switzerland/Orvin,Europe,1963,127
Switzerland/Prato-Sornico,Europe,1963,113
Switzerland/Rafz,Europe,1963,120
Switzerland/Seon,Europe,1963,122
Switzerland/Sargans II,Europe,1963,115
Switzerland/Sarnen,Europe,1963,118
Switzerland/Trient,Europe,1963,150
Switzerland/Thusis,Europe,1963,126
Switzerland/Vals,Europe,1963,161
Switzerland/Versoix,Europe,1963,112
Switzerland/Vallorbe,Europe,1963,132
Switzerland/La Valsainte,Europe,1963,121
"Switzerland/Wattwil, SG",Europe,1963,129
Switzerland/Wiliberg,Europe,1963,121
Switzerland/Zürich-MeteoSchweiz,Europe,1963,122
Switzerland/Zofingen,Europe,1963,123
Switzerland/L'Abergement,Europe,1964,111
Switzerland/Aurigeno,Europe,1964,81
Switzerland/Brusio-Piazzo,Europe,1964,113
Switzerland/Cartigny,Europe,1964,106
Switzerland/Couvet,Europe,1964,123
Switzerland/Davos-Dorf,Europe,1964,146
Switzerland/Escholzmatt,Europe,1964,129
Switzerland/Elm,Europe,1964,131
Switzerland/Entlebuch,Europe,1964,128
Switzerland/Flawil,Europe,1964,120
Switzerland/Grossdietwil,Europe,1964,113
Switzerland/Gryon,Europe,1964,129
Switzerland/Liddes,Europe,1964,134
Switzerland/Longirod,Europe,1964,130
Switzerland/Les Ponts-de-Martel,Europe,1964,123
Switzerland/Meiringen I,Europe,1964,127
Switzerland/Merishausen,Europe,1964,116
Switzerland/Murg,Europe,1964,111
Switzerland/Oeschberg,Europe,1964,126
Switzerland/Orvin,Europe,1964,133
Switzerland/Prato-Sornico,Europe,1964,112
Switzerland/Rafz,Europe,1964,116
Switzerland/Seon,Europe,1964,119
Switzerland/Sargans II,Europe,1964,113
Switzerland/Trient,Europe,1964,135
Switzerland/Thusis,Europe,1964,116
Switzerland/Vals,Europe,1964,153
Switzerland/Versoix,Europe,1964,110
Switzerland/Vallorbe,Europe,1964,128
Switzerland/La Valsainte,Europe,1964,113
"Switzerland/Wattwil, SG",Europe,1964,127
Switzerland/Wiliberg,Europe,1964,119
Switzerland/Zürich-MeteoSchweiz,Europe,1964,110
Switzerland/Zofingen,Europe,1964,118
Switzerland/L'Abergement,Europe,1965,118
Switzerland/Adelboden,Europe,1965,144
Switzerland/Aurigeno,Europe,1965,77
Switzerland/Biel,Europe,1965,122
Switzerland/Cartigny,Europe,1965,104
Switzerland/Changins,Europe,1965,110
Switzerland/Chur,Europe,1965,119
Switzerland/Couvet,Europe,1965,130
Switzerland/Disentis,Europe,1965,142
Switzerland/Escholzmatt,Europe,1965,136
Switzerland/Elm,Europe,1965,132
Switzerland/Fiesch,Europe,1965,135
Switzerland/Flawil,Europe,1965,126
Switzerland/Gadmen,Europe,1965,146
Switzerland/Grossdietwil,Europe,1965,127
Switzerland/Gryon,Europe,1965,135
Switzerland/Longirod,Europe,1965,136
Switzerland/Les Ponts-de-Martel,Europe,1965,126
Switzerland/Merishausen,Europe,1965,123
Switzerland/Moutier,Europe,1965,127
Switzerland/Murg,Europe,1965,114
Switzerland/Oeschberg,Europe,1965,130
Switzerland/Orvin,Europe,1965,130
Switzerland/Prato-Sornico,Europe,1965,100
Switzerland/Rafz,Europe,1965,128
Switzerland/Seon,Europe,1965,97
Switzerland/Sargans II,Europe,1965,122
Switzerland/Sarnen,Europe,1965,124
Switzerland/Trient,Europe,1965,138
Switzerland/Versoix,Europe,1965,104
Switzerland/Vallorbe,Europe,1965,130
Switzerland/La Valsainte,Europe,1965,128
"Switzerland/Wattwil, SG",Europe,1965,132
Switzerland/Wiliberg,Europe,1965,131
Switzerland/Zofingen,Europe,1965,130
Switzerland/L'Abergement,Europe,1966,134
Switzerland/Adelboden,Europe,1966,133
Switzerland/Aurigeno,Europe,1966,83
Switzerland/Basel-Binningen,Europe,1966,102
Switzerland/Biel,Europe,1966,121
Switzerland/Brusio-Piazzo,Europe,1966,115
Switzerland/Cartigny,Europe,1966,104
Switzerland/Cevio-Cavergno,Europe,1966,87
Switzerland/Changins,Europe,1966,105
Switzerland/Chur,Europe,1966,103
Switzerland/Couvet,Europe,1966,115
Switzerland/Disentis,Europe,1966,133
Switzerland/Escholzmatt,Europe,1966,125
Switzerland/Elm,Europe,1966,130
Switzerland/Entlebuch,Europe,1966,123
Switzerland/Enges,Europe,1966,130
Switzerland/Fiesch,Europe,1966,125
Switzerland/Gadmen,Europe,1966,140
Switzerland/Gryon,Europe,1966,135
Switzerland/Horgen,Europe,1966,97
Switzerland/Locarno,Europe,1966,105
Switzerland/Longirod,Europe,1966,124
Switzerland/Les Ponts-de-Martel,Europe,1966,137
Switzerland/Moudon,Europe,1966,105
Switzerland/Merishausen,Europe,1966,109
Switzerland/Moutier,Europe,1966,110
Switzerland/Murg,Europe,1966,110
Switzerland/Orvin,Europe,1966,122
Switzerland/Prato-Sornico,Europe,1966,91
Switzerland/Rafz,Europe,1966,119
Switzerland/Seon,Europe,1966,118
Switzerland/Sargans II,Europe,1966,108
Switzerland/Sarnen,Europe,1966,104
Switzerland/Trient,Europe,1966,136
Switzerland/Vals,Europe,1966,145
Switzerland/Versoix,Europe,1966,99
Switzerland/Vallorbe,Europe,1966,130
Switzerland/La Valsainte,Europe,1966,121
"Switzerland/Wattwil, SG",Europe,1966,121
Switzerland/Wiliberg,Europe,1966,114
Switzerland/Winterthur,Europe,1966,118
Switzerland/Zürich-MeteoSchweiz,Europe,1966,106
Switzerland/Zofingen,Europe,1966,113
Switzerland/Zürich-Witikon,Europe,1966,108
Switzerland/L'Abergement,Europe,1967,121
Switzerland/Adelboden,Europe,1967,132
Switzerland/Aurigeno,Europe,1967,80
Switzerland/Basel-Binningen,Europe,1967,101
Switzerland/Biel,Europe,1967,111
Switzerland/Cartigny,Europe,1967,108
Switzerland/Cevio-Cavergno,Europe,1967,89
Switzerland/Changins,Europe,1967,105
Switzerland/Chur,Europe,1967,109
Switzerland/Couvet,Europe,1967,121
Switzerland/Les Diablerets,Europe,1967,135
Switzerland/Disentis,Europe,1967,132
Switzerland/Escholzmatt,Europe,1967,133
Switzerland/Elm,Europe,1967,139
Switzerland/Entlebuch,Europe,1967,128
Switzerland/Enges,Europe,1967,135
Switzerland/Fiesch,Europe,1967,131
Switzerland/Gadmen,Europe,1967,157
Switzerland/Gryon,Europe,1967,130
Switzerland/Horgen,Europe,1967,102
Switzerland/Locarno,Europe,1967,100
Switzerland/Leysin,Europe,1967,140
Switzerland/Longirod,Europe,1967,124
Switzerland/Moudon,Europe,1967,110
Switzerland/Merishausen,Europe,1967,108
Switzerland/Möhlin,Europe,1967,100
Switzerland/Moutier,Europe,1967,111
Switzerland/Murg,Europe,1967,110
Switzerland/Oeschberg,Europe,1967,128
Switzerland/Orvin,Europe,1967,121
Switzerland/Les Plans-sur-Bex,Europe,1967,135
Switzerland/Prato-Sornico,Europe,1967,93
Switzerland/Rafz,Europe,1967,115
Switzerland/Seon,Europe,1967,115
Switzerland/Sargans II,Europe,1967,118
Switzerland/Sarnen,Europe,1967,106
Switzerland/Trient,Europe,1967,135
Switzerland/Vals,Europe,1967,126
Switzerland/Versoix,Europe,1967,103
"Switzerland/Wattwil, SG",Europe,1967,130
Switzerland/Wiliberg,Europe,1967,127
Switzerland/Winterthur,Europe,1967,120
Switzerland/Zürich-MeteoSchweiz,Europe,1967,106
Switzerland/Zürich-Witikon,Europe,1967,107
Switzerland/L'Abergement,Europe,1968,103
Switzerland/Adelboden,Europe,1968,125
Switzerland/Aurigeno,Europe,1968,93
Switzerland/Basel-Binningen,Europe,1968,107
Switzerland/Biel,Europe,1968,111
Switzerland/Cartigny,Europe,1968,110
Switzerland/Cevio-Cavergno,Europe,1968,95
Switzerland/Cernier,Europe,1968,116
Switzerland/Changins,Europe,1968,111
Switzerland/Chur,Europe,1968,106
Switzerland/Couvet,Europe,1968,119
Switzerland/Davos-Dorf,Europe,1968,151
Switzerland/Disentis,Europe,1968,127
Switzerland/Escholzmatt,Europe,1968,115
Switzerland/Elm,Europe,1968,115
Switzerland/Entlebuch,Europe,1968,118
Switzerland/Enges,Europe,1968,121
Switzerland/Fiesch,Europe,1968,118
Switzerland/Flawil,Europe,1968,111
Switzerland/Gadmen,Europe,1968,131
Switzerland/Gryon,Europe,1968,111
Switzerland/Horgen,Europe,1968,107
Switzerland/Locarno,Europe,1968,106
Switzerland/Leysin,Europe,1968,122
Switzerland/Longirod,Europe,1968,117
Switzerland/Les Ponts-de-Martel,Europe,1968,133
Switzerland/Moudon,Europe,1968,111
Switzerland/Meiringen I,Europe,1968,113
Switzerland/Merishausen,Europe,1968,110
Switzerland/Moutier,Europe,1968,109
Switzerland/Murg,Europe,1968,106
Switzerland/Oeschberg,Europe,1968,115
Switzerland/Prato-Sornico,Europe,1968,101
Switzerland/Rafz,Europe,1968,110
Switzerland/Seon,Europe,1968,111
Switzerland/Sargans II,Europe,1968,111
Switzerland/Sarnen,Europe,1968,108
Switzerland/Trient,Europe,1968,134
Switzerland/Thusis,Europe,1968,119
Switzerland/Versoix,Europe,1968,106
Switzerland/La Valsainte,Europe,1968,108
"Switzerland/Wattwil, SG",Europe,1968,113
Switzerland/Wiliberg,Europe,1968,112
Switzerland/Zürich-MeteoSchweiz,Europe,1968,108
Switzerland/Zürich-Witikon,Europe,1968,109
Switzerland/L'Abergement,Europe,1969,121
Switzerland/Adelboden,Europe,1969,128
Switzerland/Aurigeno,Europe,1969,99
Switzerland/Basel-Binningen,Europe,1969,112
Switzerland/Brusio-Piazzo,Europe,1969,117
Switzerland/Bauma,Europe,1969,131
Switzerland/Cartigny,Europe,1969,114
Switzerland/Cevio-Cavergno,Europe,1969,89
Switzerland/Cernier,Europe,1969,125
Switzerland/Changins,Europe,1969,114
Switzerland/Chur,Europe,1969,115
Switzerland/Couvet,Europe,1969,118
Switzerland/Disentis,Europe,1969,130
Switzerland/Escholzmatt,Europe,1969,131
Switzerland/Elm,Europe,1969,131
Switzerland/Entlebuch,Europe,1969,133
Switzerland/Enges,Europe,1969,134
Switzerland/Fiesch,Europe,1969,132
Switzerland/Grossdietwil,Europe,1969,130
Switzerland/Gryon,Europe,1969,130
Switzerland/Horgen,Europe,1969,115
Switzerland/Herzogenbuchsee,Europe,1969,123
Switzerland/Locarno,Europe,1969,105
Switzerland/Longirod,Europe,1969,128
Switzerland/Les Ponts-de-Martel,Europe,1969,135
Switzerland/Moudon,Europe,1969,117
Switzerland/Meiringen I,Europe,1969,120
Switzerland/Merishausen,Europe,1969,120
Switzerland/Moutier,Europe,1969,111
Switzerland/Murg,Europe,1969,115
Switzerland/Oeschberg,Europe,1969,124
Switzerland/Orvin,Europe,1969,112
Switzerland/Posieux,Europe,1969,127
Switzerland/Prato-Sornico,Europe,1969,113
Switzerland/Rafz,Europe,1969,116
Switzerland/Seon,Europe,1969,121
Switzerland/Sargans II,Europe,1969,117
Switzerland/Sihlbrugg,Europe,1969,120
Switzerland/Sarnen,Europe,1969,118
Switzerland/Trient,Europe,1969,137
Switzerland/Thusis,Europe,1969,121
Switzerland/Versoix,Europe,1969,110
Switzerland/Vallorbe,Europe,1969,148
Switzerland/La Valsainte,Europe,1969,135
Switzerland/Wädenswil,Europe,1969,118
"Switzerland/Wattwil, SG",Europe,1969,128
Switzerland/Wiliberg,Europe,1969,123
Switzerland/Winterthur,Europe,1969,124
Switzerland/Zürich-Albisgütli,Europe,1969,125
Switzerland/Zürich-MeteoSchweiz,Europe,1969,117
Switzerland/Zofingen,Europe,1969,121
Switzerland/Zürich-Witikon,Europe,1969,118
Switzerland/L'Abergement,Europe,1970,128
Switzerland/Adelboden,Europe,1970,150
Switzerland/Andeer,Europe,1970,145
Switzerland/Appenzell,Europe,1970,135
Switzerland/Aurigeno,Europe,1970,119
Switzerland/Basel-Binningen,Europe,1970,113
Switzerland/Biel,Europe,1970,131
Switzerland/Bondo GR,Europe,1970,128
Switzerland/Brusio-Piazzo,Europe,1970,122
Switzerland/Bauma,Europe,1970,140
Switzerland/Cartigny,Europe,1970,114
Switzerland/Cevio-Cavergno,Europe,1970,89
Switzerland/Cernier,Europe,1970,145
Switzerland/Changins,Europe,1970,124
Switzerland/Chur,Europe,1970,127
Switzerland/Couvet,Europe,1970,135
Switzerland/Domat / Ems,Europe,1970,128
Switzerland/Disentis,Europe,1970,144
Switzerland/Escholzmatt,Europe,1970,144
Switzerland/Elm,Europe,1970,144
Switzerland/Entlebuch,Europe,1970,143
Switzerland/Enges,Europe,1970,139
Switzerland/Fanas,Europe,1970,136
Switzerland/Fiesch,Europe,1970,145
Switzerland/Flawil,Europe,1970,134
Switzerland/Grossdietwil,Europe,1970,135
Switzerland/Gryon,Europe,1970,140
Switzerland/Grüsch,Europe,1970,135
Switzerland/Horgen,Europe,1970,117
Switzerland/Herzogenbuchsee,Europe,1970,132
Switzerland/Jenaz,Europe,1970,135
Switzerland/Laufenburg,Europe,1970,125
Switzerland/Locarno,Europe,1970,100
Switzerland/Leysin,Europe,1970,150
Switzerland/Linthal,Europe,1970,135
Switzerland/Longirod,Europe,1970,142
Switzerland/Les Ponts-de-Martel,Europe,1970,145
Switzerland/Moudon,Europe,1970,127
Switzerland/Meiringen I,Europe,1970,133
Switzerland/Merishausen,Europe,1970,129
Switzerland/Möhlin,Europe,1970,124
Switzerland/Moutier,Europe,1970,132
Switzerland/Murg,Europe,1970,128
Switzerland/Näfels,Europe,1970,131
Switzerland/Oeschberg,Europe,1970,131
Switzerland/Orvin,Europe,1970,140
Switzerland/Posieux,Europe,1970,129
Switzerland/Prato-Sornico,Europe,1970,121
Switzerland/Rafz,Europe,1970,128
Switzerland/Schiers,Europe,1970,134
Switzerland/Schönenwerd,Europe,1970,128
Switzerland/Sent,Europe,1970,160
Switzerland/Seon,Europe,1970,122
Switzerland/Seewis Dorf,Europe,1970,150
Switzerland/Sargans II,Europe,1970,138
Switzerland/St. Luc,Europe,1970,153
Switzerland/Sarnen,Europe,1970,126
Switzerland/Stampa,Europe,1970,147
Switzerland/Trient,Europe,1970,152
Switzerland/Thusis,Europe,1970,131
Switzerland/Vals,Europe,1970,156
Switzerland/Versoix,Europe,1970,119
Switzerland/Villnachern,Europe,1970,127
Switzerland/La Valsainte,Europe,1970,149
Switzerland/Wädenswil,Europe,1970,130
"Switzerland/Wattwil, SG",Europe,1970,140
Switzerland/Wiliberg,Europe,1970,134
Switzerland/Wynau,Europe,1970,137
Switzerland/Zürich-Albisgütli,Europe,1970,127
Switzerland/Zürich-MeteoSchweiz,Europe,1970,127
Switzerland/Zofingen,Europe,1970,128
Switzerland/Zürich-Witikon,Europe,1970,127
Switzerland/Zweisimmen,Europe,1970,138
Switzerland/L'Abergement,Europe,1971,109
Switzerland/Adelboden,Europe,1971,127
Switzerland/Andeer,Europe,1971,128
Switzerland/Appenzell,Europe,1971,125
Switzerland/Aurigeno,Europe,1971,125
Switzerland/Basel-Binningen,Europe,1971,110
Switzerland/Biel,Europe,1971,110
Switzerland/Bondo GR,Europe,1971,115
Switzerland/Brusio-Piazzo,Europe,1971,108
Switzerland/Bauma,Europe,1971,127
Switzerland/Cartigny,Europe,1971,105
Switzerland/Cevio-Cavergno,Europe,1971,95
Switzerland/Changins,Europe,1971,113
Switzerland/Chur,Europe,1971,108
Switzerland/Couvet,Europe,1971,116
Switzerland/Diessenhofen,Europe,1971,110
Switzerland/Domat / Ems,Europe,1971,110
Switzerland/Disentis,Europe,1971,135
Switzerland/Edlibach,Europe,1971,121
Switzerland/Escholzmatt,Europe,1971,123
Switzerland/Elm,Europe,1971,137
Switzerland/Entlebuch,Europe,1971,126
Switzerland/Enges,Europe,1971,121
Switzerland/Fanas,Europe,1971,112
Switzerland/Fiesch,Europe,1971,127
Switzerland/Flawil,Europe,1971,126
Switzerland/Grossdietwil,Europe,1971,114
Switzerland/Gryon,Europe,1971,121
Switzerland/Grüsch,Europe,1971,115
Switzerland/Horgen,Europe,1971,106
Switzerland/Herzogenbuchsee,Europe,1971,113
Switzerland/Jenaz,Europe,1971,116
Switzerland/Laufenburg,Europe,1971,110
Switzerland/Locarno,Europe,1971,105
Switzerland/Leysin,Europe,1971,130
Switzerland/Linthal,Europe,1971,115
Switzerland/Longirod,Europe,1971,119
Switzerland/Les Ponts-de-Martel,Europe,1971,129
Switzerland/Moudon,Europe,1971,112
Switzerland/Meiringen I,Europe,1971,112
Switzerland/Merishausen,Europe,1971,111
Switzerland/Möhlin,Europe,1971,108
Switzerland/Moutier,Europe,1971,110
Switzerland/Murg,Europe,1971,115
Switzerland/Näfels,Europe,1971,108
Switzerland/Oeschberg,Europe,1971,116
Switzerland/Orvin,Europe,1971,112
Switzerland/Les Plans-sur-Bex,Europe,1971,135
Switzerland/Posieux,Europe,1971,123
Switzerland/Prato-Sornico,Europe,1971,100
Switzerland/Rafz,Europe,1971,109
Switzerland/Schiers,Europe,1971,112
Switzerland/Schönenwerd,Europe,1971,110
Switzerland/Sent,Europe,1971,135
Switzerland/Seon,Europe,1971,112
